難易度,お題,ひらがな,別解1,別解2,別解3,別解4,別解5,別解6,別解7,別解8,別解9,別解10,別解11,別解12,別解13,別解14,別解15,別解16,別解17,別解18,別解19,別解20,別解21,別解22,別解23,別解24,別解25,別解26,別解27,別解28,別解29,別解30,別解31,別解32,別解33,別解34,別解35,別解36
ふつう,お風呂上り,おふろあがり,ふろあがり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,オペラ,おぺら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,お盆,おぼん,ぼん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,お守り,おまもり,あみゅれっと,ごふ,たりすまん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,おもちゃ箱,おもちゃばこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,親子丼,おやこどん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,親知らず,おやしらず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,親指姫,おやゆびひめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,オランウータン,おらんうーたん,おらうーたん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,オランダ,おらんだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,折りたたみ傘,おりたたみがさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,折り鶴,おりづる,おりつる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,オリンピック,おりんぴっく,ごりん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,オルゴール,おるごーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,折れ線グラフ,おれせんぐらふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,音階,おんかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,音楽ゲーム,おんがくげーむ,おとげー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,音楽室,おんがくしつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,音叉,おんさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,温暖化,おんだんか,ちきゅうおんだんか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,女の子座り,おんなのこすわり,おんなのこずわり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,おんぶ,おんぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,蛾（が）,が,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カーゴパンツ,かーごぱんつ,しっくすぽけっとぱんつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カーソル,かーそる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カーディガン,かーでぃがん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カーテン,かーてん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カーナビ,かーなび,かーなびげーしょん,かーなびげーしょんしすてむ,かーなびげーたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カーネーション,かーねーしょん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カーボン紙,かーぼんし,かーぼん,かーぼんぺーぱー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カーリング,かーりんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,飼い犬に手を噛まれる,かいいぬにてをかまれる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,絵画,かいが,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,海外旅行,かいがいりょこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,海岸,かいがん,うみべ,すいさい,なぎさ,みぎわ,みずぎわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,会議,かいぎ,みーてぃんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,買い食い,かいぐい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,蚕（かいこ）,かいこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,介護,かいご,かいごし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,改札,かいさつ,かいさつぐち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,回線,かいせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,改造,かいぞう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,海賊船,かいぞくせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,階段,かいだん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,海底探査機,かいていたんさき,しんかいたんさき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,回転ドア,かいてんどあ,かいてんとびら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,怪盗,かいとう,ぎぞく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,貝柱,かいばしら,へいかくきん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,回復魔法,かいふくまほう,けある,ひーる,ほいみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,海面上昇,かいめんじょうしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,外野席,がいやせき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カイロ,かいろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カウントダウン,かうんとだうん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カエデ,かえで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カエル跳び,かえるとび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かえるの合唱,かえるのがっしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,火炎瓶,かえんびん,もろとふ,もろとふかくてる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カカオ,かかお,かかおまめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,鏡の国のアリス,かがみのくにのありす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,香川県,かがわけん,かがわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,柿,かき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,火気厳禁,かきげんきん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カキフライ,かきふらい,かきのふらい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,角砂糖,かくざとう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,学習発表会,がくしゅうはっぴょうかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カクテル,かくてる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,格闘ゲーム,かくとうげーむ,かくげー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,楽譜（がくふ）,がくふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かけこみ乗車,かけこみじょうしゃ,かけこみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かけざん,かけざん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,崖っぷち,がけっぷち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,過去,かこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かご,かご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,鹿児島県,かごしまけん,かごしま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かごめかごめ,かごめかごめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,火災報知器,かさいほうちき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,火山,かざん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,火山岩,かざんがん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,火山灰,かざんばい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カジキ,かじき,かじきまぐろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カシューナッツ,かしゅーなっつ,かしゅなっつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かしわ餅,かしわもち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガスコンロ,がすこんろ,こんろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カステラ,かすてら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,数の子,かずのこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガスバーナー,がすばーなー,ばーなー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,火星人,かせいじん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,家政婦,かせいふ,おてつだい,おてつだいさん,かせいふさん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,化石,かせき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,風邪薬,かぜぐすり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,河川敷,かせんじき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,家族,かぞく,いっか,ふぁみりー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガソリン,がそりん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガソリンスタンド,がそりんすたんど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,片想い（かたおもい）,かたおもい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,肩車,かたぐるま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,肩こり,かたこり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,花壇,かだん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カチューシャ,かちゅーしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カツオ,かつお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,鰹節（かつおぶし）,かつおぶし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カツカレー,かつかれー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,楽器,がっき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,合唱コンクール,がっしょうこんくーる,がっしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,合戦（かっせん）,かっせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カツ丼,かつどん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カップル,かっぷる,あべっく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,割烹着（かっぽうぎ）,かっぽうぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,家庭教師,かていきょうし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,家庭訪問,かていほうもん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,華道,かどう,いけばな,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガトーショコラ,がとーしょこら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,神奈川県,かながわけん,かながわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,金縛り,かなしばり,めいせきむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カナダ,かなだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カニかまぼこ,かにかまぼこ,かにかま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かに座,かにざ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガニ股,がにまた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カニ飯,かにめし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カヌー,かぬー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カバ,かば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,画伯,がはく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,蚊柱,かばしら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カビ,かび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かぶ,かぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カフェ,かふぇ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カフェラテ,かふぇらて,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,歌舞伎,かぶき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カプセルホテル,かぷせるほてる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,兜焼き,かぶとやき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,壁ドン,かべどん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かぼす,かぼす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かぼちゃの馬車,かぼちゃのばしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,釜（かま）,かま,おかま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かまいたち,かまいたち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,髪,かみ,かみのけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,紙芝居,かみしばい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,雷門,かみなりもん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,紙やすり,かみやすり,さんどぺーぱー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガムシロップ,がむしろっぷ,がむしろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガムテープ,がむてーぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カメレオン,かめれおん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,仮面,かめん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カモがネギを背負って来る,かもがねぎをしょってくる,かもねぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カモメの水兵さん,かもめのすいへいさん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,からあげ,からあげ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,からかさ,からかさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガラケー,がらけー,がらぱごすけーたい,ふぃーちゃーふぉん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガラパゴス諸島,がらぱごすしょとう,がらぱごす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ガラパゴスゾウガメ,がらぱごすぞうがめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,空振り,からぶり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カリフラワー,かりふらわー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,軽井沢,かるいざわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カルシウム,かるしうむ,かるしゅうむ,かるしゅーむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かるた,かるた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カルテット,かるてっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カレーうどん,かれーうどん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カレーせんべい,かれーせんべい,かれーせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カレーパン,かれーぱん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カレー屋,かれーや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,枯山水,かれさんすい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カレンダー,かれんだー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,川遊び,かわあそび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,カワセミ,かわせみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,瓦せんべい,かわらせんべい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,瓦割り（かわらわり）,かわらわり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,棺桶（かんおけ）,かんおけ,ひつぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,「考える人」（ロダン）,かんがえるひと,ろだん,ろだんのかんがえるひと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,換気扇,かんきせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,歓迎会,かんげいかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,観光地,かんこうち,かんこうすぽっと,かんこうめいしょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,観光名所,かんこうめいしょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,かんざし,かんざし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,関節技,かんせつわざ,さぶみっしょん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,神主,かんぬし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,缶バッジ,かんばっじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,乾パン,かんぱん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,看板娘,かんばんむすめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,岩盤浴,がんばんよく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,看病,かんびょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,乾布摩擦（かんぷまさつ）,かんぷまさつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,漢方薬,かんぽう,かんぽうやく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,神無月,かんなづき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,気合い,きあい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キーボード,きーぼーど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キーホルダー,きーほるだー,きーちぇーん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,黄色,きいろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キウイ,きうい,きういふるーつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,機関車,きかんしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,着ぐるみ,きぐるみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,危険物,きけんぶつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,気功,きこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,帰国子女,きこくしじょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,雉（きじ）,きじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,騎手,きしゅ,じょっきー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,気象予報士,きしょうよほうし,てんきよほうし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キスマーク,きすまーく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キセル,きせる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,北風と太陽,きたかぜとたいよう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ギタリスト,ぎたりすと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,基地,きち,べーす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キックベース,きっくべーす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キックボクシング,きっくぼくしんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,牛車,ぎっしゃ,ぎゅうしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キッシュ,きっしゅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キッチン,きっちん,だいどころ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キッチンペーパー,きっちんぺーぱー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,切手,きって,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,きつねうどん,きつねうどん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,きつねそば,きつねそば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,狐につままれる,きつねにつままれる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,狐の嫁入り,きつねのよめいり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キツネ耳,きつねみみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,喜怒哀楽,きどあいらく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,軌道エレベータ,きどうえれべーた,うちゅうえれべーた,うちゅうえれべーたー,きどうえれべーたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,きな粉,きなこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,記念日,きねんび,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,寄付,きふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,岐阜県,ぎふけん,ぎふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ギプス,ぎぷす,ぎぶす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キムチ,きむち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キメラ,きめら,きまいら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キモカワイイ,きもかわいい,きもかわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,客室乗務員,きゃくしつじょうむいん,きゃびんあてんだんと,すちゅわーです,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キャスケット,きゃすけっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,脚立（きゃたつ）,きゃたつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ギャップ,ぎゃっぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キャディ,きゃでぃ,きゃでぃー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キャビア,きゃびあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キャベツ,きゃべつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キャミソール,きゃみそーる,きゃみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キャラ弁,きゃらべん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,キャラメル,きゃらめる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ギャル,ぎゃる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ギャルママ,ぎゃるまま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ギャンブル,ぎゃんぶる,かけごと,とばく,ばくち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,求愛,きゅうあい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,救急救命士,きゅうきゅうきゅうめいし,きゅうきゅうたい,きゅうきゅうきゅうめいたい,きゅうきゅうたいいん,きゅうめいし,きゅうめいたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,休校,きゅうこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,球根,きゅうこん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,給食,きゅうしょく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,牛タン,ぎゅうたん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,牛丼,ぎゅうどん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,牛丼屋,ぎゅうどんや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,吸盤,きゅうばん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
